date,temperature_c,humidity_pct,wind_speed_ms,solar_radiation_kwh_m2_day,rainfall_mm,cloud_cover_pct,site_name,latitude,longitude,data_source,load_timestamp
2022-06-28,33.05,58.6,6.49,5.759,0.0,52.85,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-06-29,31.74,65.08,6.83,4.981,0.0,89.01,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-06-30,34.02,57.98,7.88,4.8384,0.34,94.18,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-01,32.9,62.58,7.37,4.9613,2.61,79.4,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-02,30.23,74.37,5.35,2.6652,3.79,99.04,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-03,30.78,74.82,4.8,4.9579,1.34,79.05,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-04,30.9,72.33,4.42,5.0554,10.48,84.77,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-05,31.19,75.51,2.82,4.8979,17.29,90.1,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-06,30.0,80.04,2.83,4.8199,17.22,83.98,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-07,29.73,81.5,3.62,4.3207,31.63,87.4,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-08,28.29,88.13,5.13,2.4602,36.29,98.75,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-09,29.04,83.16,6.09,4.3538,18.12,92.86,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-10,28.36,85.96,5.79,3.619,26.6,98.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-11,28.56,85.59,6.34,3.541,28.38,96.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-12,27.95,89.56,4.81,2.8589,52.85,97.72,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-13,29.04,84.4,3.69,4.8223,4.43,71.23,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-14,28.77,87.32,3.35,5.5483,15.28,82.88,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-15,28.84,87.8,3.88,4.6174,16.75,87.3,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-16,29.31,82.23,6.37,4.7184,3.66,73.96,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-17,28.56,85.71,7.58,4.1335,8.05,55.78,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-18,29.1,80.98,3.86,5.039,0.85,82.57,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-19,28.7,83.07,5.34,5.2274,1.08,79.87,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-20,29.07,81.87,6.84,4.9932,0.33,84.02,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-21,29.03,81.31,7.11,4.8554,2.13,68.78,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-22,28.86,81.64,6.53,4.4028,0.21,82.26,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-23,28.98,84.4,6.5,4.0126,10.25,81.06,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-24,27.62,89.09,6.51,1.2703,64.47,99.34,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-25,27.62,85.67,5.09,4.1076,16.99,91.7,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-26,27.44,87.07,5.12,3.4778,5.45,99.23,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-27,28.17,83.18,5.49,3.8549,3.29,93.39,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-28,28.43,82.58,5.53,5.8738,0.83,65.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-29,28.02,82.26,5.54,6.0216,0.51,59.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-30,28.1,80.8,6.5,4.1539,0.16,46.47,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-07-31,28.06,82.07,7.03,4.1429,0.58,38.19,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-01,28.3,83.19,6.91,4.5492,0.41,36.64,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-02,28.84,81.59,5.75,3.1685,0.08,55.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-03,29.1,79.97,3.64,4.9435,0.0,78.22,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-04,29.51,77.62,3.06,5.4902,0.93,80.66,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-05,28.21,85.65,2.86,4.1369,8.49,95.09,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-06,28.43,85.72,3.96,4.4962,13.27,88.55,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-07,28.86,85.39,3.26,5.521,4.44,73.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-08,29.05,85.24,2.46,4.3462,1.67,95.91,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-09,29.57,86.82,2.82,6.0367,3.15,72.35,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-10,30.05,83.62,1.62,6.4589,9.49,67.38,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-11,29.73,83.88,3.8,3.8628,8.79,91.02,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-12,28.4,87.33,5.53,3.6806,12.8,96.34,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-13,28.06,84.09,6.24,5.8498,19.77,72.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-14,27.5,84.62,7.12,3.8882,14.35,92.99,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-15,27.64,85.54,5.93,4.4539,8.88,93.62,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-16,27.82,89.89,3.73,2.2394,28.16,98.3,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-17,27.31,92.34,6.83,1.2365,39.36,99.74,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-18,27.3,88.41,6.6,3.4246,22.42,99.09,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-19,27.71,87.45,5.86,3.8429,0.98,93.98,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-20,27.49,85.38,5.98,4.439,0.25,58.79,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-21,27.77,84.51,5.39,3.876,0.15,92.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-22,27.91,84.01,5.54,4.8622,0.63,87.69,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-23,27.42,88.73,6.25,2.3366,29.04,91.31,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-24,26.69,88.75,7.25,3.3007,31.2,86.23,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-25,27.03,84.85,5.33,5.2498,3.32,51.61,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-26,26.96,82.88,4.4,5.7938,0.79,40.3,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-27,26.55,82.24,4.07,6.1591,0.09,51.22,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-28,26.94,82.01,4.3,3.8669,0.03,73.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-29,27.27,82.73,3.5,3.7999,0.02,79.17,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-30,27.4,82.71,2.42,4.8732,25.53,61.66,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-08-31,27.83,81.7,3.23,6.4013,29.26,51.8,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-01,28.02,83.29,3.98,4.9066,0.0,92.74,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-02,28.35,82.77,2.79,5.6856,0.01,58.85,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-03,28.23,83.13,4.42,6.4702,0.02,16.74,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-04,27.88,82.97,6.55,6.2158,0.01,26.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-05,27.88,81.86,5.65,5.6489,0.0,32.5,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-06,27.82,79.0,3.33,5.8646,0.0,27.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-07,28.59,75.73,2.22,6.1378,0.0,24.43,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-08,29.57,76.15,2.95,6.2064,0.03,43.76,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-09,31.01,74.96,2.33,5.91,1.28,61.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-10,30.18,82.34,1.4,4.8802,6.57,74.33,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-11,28.69,88.23,3.7,3.079,15.51,94.29,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-12,27.73,90.07,3.41,4.0807,24.53,91.53,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-13,28.72,80.62,2.96,4.3138,4.67,90.75,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-14,28.53,87.0,3.13,4.5636,19.97,83.71,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-15,27.91,90.55,4.9,4.3457,19.49,86.91,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-16,28.06,84.82,6.61,5.7185,0.34,40.48,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-17,27.62,83.85,5.39,5.592,0.0,40.92,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-18,27.67,81.94,3.42,5.9369,0.0,30.04,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-19,27.54,80.73,3.54,6.1841,0.0,12.15,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-20,27.31,80.58,4.13,6.4327,0.0,10.78,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-21,27.2,81.05,4.05,6.3806,0.0,9.87,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-22,27.06,80.82,4.86,6.102,0.0,25.16,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-23,26.98,81.55,5.56,5.9926,0.0,43.86,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-24,26.79,81.99,5.57,5.9676,0.0,20.94,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-25,27.12,81.35,5.16,5.9995,0.0,15.62,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-26,27.32,79.44,3.22,5.731,0.0,23.78,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-27,27.16,77.83,3.41,5.7343,0.0,30.79,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-28,26.6,79.61,3.15,5.8687,0.0,26.8,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-29,26.96,79.2,3.31,5.7701,0.0,34.35,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-09-30,27.03,74.68,3.7,6.3053,0.0,12.03,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-01,26.87,78.35,4.14,6.3086,0.0,8.93,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-02,26.99,77.88,3.84,6.2316,0.0,19.35,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-03,27.27,75.17,2.48,5.785,0.0,27.2,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-04,28.25,71.56,2.56,5.6635,0.0,46.69,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-05,28.98,70.1,2.83,6.0528,0.0,29.88,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-06,28.81,69.99,3.55,5.7283,0.0,25.51,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-07,27.82,70.91,3.01,3.5038,0.01,93.21,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-08,28.46,63.37,2.7,5.783,0.0,40.75,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-09,28.85,61.69,2.65,5.8841,0.0,16.11,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-10,29.46,54.61,1.91,5.8133,0.0,15.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-11,29.42,52.6,1.5,5.8802,0.0,4.18,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-12,28.81,56.21,1.42,5.9292,0.0,1.54,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-13,29.06,49.44,0.82,5.957,0.0,2.85,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-14,29.04,48.02,1.25,5.9158,0.0,2.81,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-15,28.32,44.4,1.52,6.0067,0.0,2.08,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-16,27.8,48.02,1.78,5.9333,0.0,3.43,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-17,27.06,52.14,2.17,5.9465,0.0,1.58,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-18,27.09,53.49,1.34,5.8726,0.0,1.27,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-19,26.88,58.97,1.57,5.862,0.0,1.31,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-20,26.2,63.96,2.39,5.7766,0.0,2.68,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-21,26.54,59.4,2.87,5.4089,0.0,2.07,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-22,25.18,55.17,3.65,5.5754,0.0,4.03,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-23,26.38,47.07,1.83,5.5409,0.0,1.37,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-24,26.2,50.97,2.64,5.4725,0.0,1.13,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-25,25.97,70.21,4.8,5.4523,0.0,1.61,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-26,26.33,71.33,3.23,5.4101,0.0,2.69,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-27,26.56,64.11,2.25,5.3894,0.0,2.94,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-28,27.15,53.24,1.21,5.0964,0.0,7.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-29,28.11,47.34,1.66,5.1482,0.0,2.71,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-30,28.16,44.52,1.44,5.1847,0.0,1.57,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-10-31,26.8,51.37,2.09,5.2008,0.0,1.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-01,26.87,48.84,1.54,5.2054,0.0,2.36,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-02,27.23,53.47,1.32,5.0875,0.0,2.11,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-03,26.21,62.5,3.0,5.142,0.0,2.17,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-04,26.11,60.77,2.59,5.2414,0.0,3.51,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-05,26.2,60.28,2.56,5.1744,0.0,9.25,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-06,26.37,57.59,2.04,4.7818,0.0,44.47,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-07,25.29,57.1,2.4,4.5055,0.0,34.88,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-08,24.5,58.63,2.51,4.9433,0.0,2.91,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-09,25.26,58.3,1.91,4.7815,1.21,1.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-10,25.52,53.72,2.24,4.6322,0.0,2.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-11,24.39,51.46,2.87,4.7849,0.0,3.0,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-12,24.67,46.79,2.16,4.577,0.0,3.04,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-13,25.03,42.18,1.42,4.5941,0.0,3.11,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-14,24.79,60.19,1.77,4.5528,0.0,1.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-15,25.67,63.59,1.62,4.4249,0.0,4.25,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-16,24.4,54.2,2.34,4.3565,0.0,3.21,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-17,24.49,50.24,2.26,4.5278,0.0,3.21,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-18,24.32,50.47,1.56,4.5254,0.0,3.54,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-19,23.48,52.0,1.98,4.6934,0.0,2.7,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-20,23.98,42.37,1.85,4.7311,0.0,4.63,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-21,23.94,43.28,2.44,4.6973,0.0,3.12,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-22,24.03,39.98,2.12,4.5132,0.0,3.37,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-23,23.88,38.45,1.78,4.6834,0.0,2.93,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-24,23.3,35.96,1.78,4.8288,0.0,5.44,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-25,22.94,33.2,1.88,4.7904,0.0,5.19,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-26,22.75,29.75,2.32,4.8545,0.0,7.36,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-27,23.3,30.04,1.31,4.795,0.0,3.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-28,22.33,35.98,2.03,4.7119,0.0,3.19,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-29,21.28,32.8,2.86,4.6608,0.0,7.65,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-11-30,21.11,34.75,3.07,4.4906,0.0,8.66,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-01,21.29,36.92,2.8,4.494,0.0,9.8,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-02,22.28,35.65,1.38,4.2732,0.0,10.41,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-03,22.31,38.32,1.36,4.2689,0.0,11.6,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-04,21.7,32.77,2.38,4.356,0.0,11.2,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-05,20.32,34.58,3.59,4.4311,0.0,18.98,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-06,19.94,33.05,3.72,4.4453,0.0,20.63,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-07,20.0,33.43,3.75,4.3428,0.0,21.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-08,20.91,33.05,2.96,4.4774,0.0,16.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-09,21.56,34.58,1.9,4.481,0.0,9.74,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-10,20.94,31.98,2.87,4.4993,0.0,18.0,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-11,20.41,37.59,2.88,4.3339,0.0,25.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-12,20.65,40.01,2.9,4.1964,0.0,17.6,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-13,22.1,41.49,3.41,4.0042,0.0,11.28,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-14,22.24,45.1,3.41,4.0152,0.0,5.65,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-15,21.59,35.9,3.63,4.2101,0.0,12.41,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-16,21.99,30.89,2.49,3.6677,0.0,37.57,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-17,24.28,37.09,1.83,3.769,0.0,34.71,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-18,24.98,32.63,2.27,4.1484,0.0,23.97,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-19,24.39,35.15,2.34,4.0577,0.0,53.09,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-20,21.95,29.41,3.19,3.0883,0.0,59.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-21,20.32,30.72,3.77,4.3644,0.0,9.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2022-12-22,18.57,31.15,3.57,4.3987,0.0,11.18,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
