date,site_name,solar_generation_mw,wind_generation_mw,total_generation_mw,renewable_energy_mwh,co2_avoided_kg,coal_saved_kg,trees_equivalent,co2_avoided_tons,coal_saved_tons,trees_equivalent_million
2022-06-05,Khavda Renewable Energy Park,188.9751057303648,22.612298525377227,211.587404255742,211.59,173501.67,105793.7,7886.44,173.5,105.79,0.01
2022-06-06,Khavda Renewable Energy Park,177.116713218126,22.02115764746227,199.13787086558827,199.14,163293.05,99568.94,7422.41,163.29,99.57,0.01
2022-06-07,Khavda Renewable Energy Park,169.2028761336452,26.548148148148144,195.7510242817933,195.75,160515.84,97875.51,7296.17,160.52,97.88,0.01
2022-06-08,Khavda Renewable Energy Park,180.5891224655232,33.75363511659807,214.3427575821213,214.34,175761.06,107171.38,7989.14,175.76,107.17,0.01
2022-06-09,Khavda Renewable Energy Park,184.8637778145664,50.82171303155008,235.68549084611644,235.69,193262.1,117842.75,8784.64,193.26,117.84,0.01
2022-06-10,Khavda Renewable Energy Park,175.2860585263304,30.732799999999987,206.0188585263304,206.02,168935.46,103009.43,7678.88,168.94,103.01,0.01
2022-06-11,Khavda Renewable Energy Park,183.5342528246392,18.169025,201.70327782463923,201.7,165396.69,100851.64,7518.03,165.4,100.85,0.01
2022-06-12,Khavda Renewable Energy Park,87.9914313904912,9.18756073388203,97.17899212437322,97.18,79686.77,48589.5,3622.13,79.69,48.59,0.0
2022-06-13,Khavda Renewable Energy Park,73.61168027283838,0.7782079561042532,74.38988822894264,74.39,60999.71,37194.94,2772.71,61.0,37.19,0.0
2022-06-14,Khavda Renewable Energy Park,99.5266589591428,0.4359031550068585,99.96256211414963,99.96,81969.3,49981.28,3725.88,81.97,49.98,0.0
2022-06-15,Khavda Renewable Energy Park,119.8851712220734,15.24857314814815,135.13374437022154,135.13,110809.67,67566.87,5036.8,110.81,67.57,0.01
2022-06-16,Khavda Renewable Energy Park,85.31910704064,28.58945185185184,113.90855889249184,113.91,93405.02,56954.28,4245.68,93.41,56.95,0.0
2022-06-17,Khavda Renewable Energy Park,146.8314144736978,20.448834019204394,167.2802484929022,167.28,137169.8,83640.12,6234.99,137.17,83.64,0.01
2022-06-18,Khavda Renewable Energy Park,109.53726468924803,18.68934777091906,128.2266124601671,128.23,105145.82,64113.31,4779.36,105.15,64.11,0.0
2022-06-19,Khavda Renewable Energy Park,104.0894397753672,20.86996395747599,124.9594037328432,124.96,102466.71,62479.7,4657.58,102.47,62.48,0.0
2022-06-20,Khavda Renewable Energy Park,63.37751330889001,50.058127537722896,113.4356408466129,113.44,93017.23,56717.82,4228.06,93.02,56.72,0.0
2022-06-21,Khavda Renewable Energy Park,67.569959145612,48.30625486968449,115.87621401529648,115.88,95018.5,57938.11,4319.02,95.02,57.94,0.0
2022-06-22,Khavda Renewable Energy Park,92.64202425878398,0.0,92.64202425878398,92.64,75966.46,46321.01,3453.02,75.97,46.32,0.0
2022-06-23,Khavda Renewable Energy Park,96.35114374886,0.0033185185185185,96.35446226737852,96.35,79010.66,48177.23,3591.39,79.01,48.18,0.0
2022-06-24,Khavda Renewable Energy Park,106.35808856237182,0.3556518518518515,106.71374041422366,106.71,87505.27,53356.87,3977.51,87.51,53.36,0.0
2022-06-25,Khavda Renewable Energy Park,141.3796921005216,10.292352537722907,151.6720446382445,151.67,124371.08,75836.02,5653.23,124.37,75.84,0.01
2022-06-26,Khavda Renewable Energy Park,134.7558599981088,3.8875150548696857,138.64337505297848,138.64,113687.57,69321.69,5167.62,113.69,69.32,0.01
2022-06-27,Khavda Renewable Energy Park,55.4373387247152,3.236244993141289,58.67358371785649,58.67,48112.34,29336.79,2186.92,48.11,29.34,0.0
2022-06-28,Khavda Renewable Energy Park,104.67006716595002,10.204384190672153,114.87445135662216,114.87,94197.05,57437.23,4281.68,94.2,57.44,0.0
2022-06-29,Khavda Renewable Energy Park,62.102620280404,13.486735562414268,75.58935584281826,75.59,61983.27,37794.68,2817.42,61.98,37.79,0.0
2022-06-30,Khavda Renewable Energy Park,55.78081226403839,27.897801920438944,83.67861418447734,83.68,68616.46,41839.31,3118.93,68.62,41.84,0.0
2022-07-01,Khavda Renewable Energy Park,69.18032552508001,20.033407784636488,89.2137333097165,89.21,73155.26,44606.87,3325.24,73.16,44.61,0.0
2022-07-02,Khavda Renewable Energy Park,29.1172201081344,3.11540209190672,32.232622200041114,32.23,26430.75,16116.31,1201.4,26.43,16.12,0.0
2022-07-03,Khavda Renewable Energy Park,70.017992031526,1.3999999999999997,71.41799203152601,71.42,58562.75,35709.0,2661.94,58.56,35.71,0.0
2022-07-04,Khavda Renewable Energy Park,66.701171958652,0.6873462277091905,67.38851818636118,67.39,55258.58,33694.26,2511.75,55.26,33.69,0.0
2022-07-05,Khavda Renewable Energy Park,60.345529787466006,0.0,60.345529787466006,60.35,49483.33,30172.76,2249.24,49.48,30.17,0.0
2022-07-06,Khavda Renewable Energy Park,64.44415483659999,0.0,64.44415483659999,64.44,52844.21,32222.08,2402.01,52.84,32.22,0.0
2022-07-07,Khavda Renewable Energy Park,55.441257864124005,0.0572117969821673,55.49846966110617,55.5,45508.75,27749.23,2068.58,45.51,27.75,0.0
2022-07-08,Khavda Renewable Energy Park,27.206800100149994,2.3197935185185186,29.526593618668517,29.53,24211.81,14763.3,1100.54,24.21,14.76,0.0
2022-07-09,Khavda Renewable Energy Park,52.1641922296352,7.082489814814814,59.24668204445001,59.25,48582.28,29623.34,2208.29,48.58,29.62,0.0
2022-07-10,Khavda Renewable Energy Park,40.022136112112,5.213424999999999,45.235561112112,45.24,37093.16,22617.78,1686.05,37.09,22.62,0.0
2022-07-11,Khavda Renewable Energy Park,40.279678127128,8.944373388203017,49.22405151533102,49.22,40363.72,24612.03,1834.71,40.36,24.61,0.0
2022-07-12,Khavda Renewable Energy Park,32.139641845476,1.4234632030178316,33.56310504849383,33.56,27521.75,16781.55,1250.99,27.52,16.78,0.0
2022-07-13,Khavda Renewable Energy Park,74.7098573076856,0.0788601851851851,74.78871749287079,74.79,61326.75,37394.36,2787.58,61.33,37.39,0.0
2022-07-14,Khavda Renewable Energy Park,75.5474394413728,0.0102923525377229,75.55773179391052,75.56,61957.34,37778.87,2816.24,61.96,37.78,0.0
2022-07-15,Khavda Renewable Energy Park,59.538386096288,0.163590672153635,59.70197676844163,59.7,48955.62,29850.99,2225.26,48.96,29.85,0.0
2022-07-16,Khavda Renewable Energy Park,70.93117220893441,9.18756073388203,80.11873294281645,80.12,65697.36,40059.37,2986.24,65.7,40.06,0.0
2022-07-17,Khavda Renewable Energy Park,74.550816803848,23.06253031550069,97.61334711934867,97.61,80042.94,48806.67,3638.32,80.04,48.81,0.0
2022-07-18,Khavda Renewable Energy Park,68.77420909238,0.1526883401920438,68.92689743257205,68.93,56520.06,34463.45,2569.09,56.52,34.46,0.0
2022-07-19,Khavda Renewable Energy Park,73.75596130359601,3.0758,76.83176130359601,76.83,63002.04,38415.88,2863.73,63.0,38.42,0.0
2022-07-20,Khavda Renewable Energy Park,66.98225269723682,13.592651851851848,80.57490454908867,80.57,66071.42,40287.45,3003.25,66.07,40.29,0.0
2022-07-21,Khavda Renewable Energy Park,77.1568751450376,16.666176851851855,93.82305199688946,93.82,76934.9,46911.53,3497.04,76.93,46.91,0.0
2022-07-22,Khavda Renewable Energy Park,60.3714823180128,10.55928803155007,70.93077034956288,70.93,58163.23,35465.39,2643.78,58.16,35.47,0.0
2022-07-23,Khavda Renewable Energy Park,55.7760565099408,10.292352537722907,66.0684090476637,66.07,54176.1,33034.2,2462.55,54.18,33.03,0.0
2022-07-24,Khavda Renewable Energy Park,13.9637457281784,10.380824999999996,24.3445707281784,24.34,19962.55,12172.29,907.39,19.96,12.17,0.0
2022-07-25,Khavda Renewable Energy Park,50.27648031806399,2.19153988340192,52.46802020146591,52.47,43023.78,26234.01,1955.63,43.02,26.23,0.0
2022-07-26,Khavda Renewable Energy Park,38.3199653821776,2.287273525377229,40.60723890755483,40.61,33297.94,20303.62,1513.54,33.3,20.3,0.0
2022-07-27,Khavda Renewable Energy Park,46.017254117034206,3.706026851851852,49.72328096888606,49.72,40773.09,24861.64,1853.32,40.77,24.86,0.0
2022-07-28,Khavda Renewable Energy Park,96.48332998776122,3.8875150548696857,100.3708450426309,100.37,82304.09,50185.42,3741.1,82.3,50.19,0.0
2022-07-29,Khavda Renewable Energy Park,104.96494133885764,3.933794513031549,108.89873585188916,108.9,89296.96,54449.37,4058.95,89.3,54.45,0.0
2022-07-30,Khavda Renewable Energy Park,81.36047708071801,10.292352537722907,91.65282961844092,91.65,75155.32,45826.41,3416.15,75.16,45.83,0.0
2022-07-31,Khavda Renewable Energy Park,86.74892270707959,15.711789746227712,102.4607124533073,102.46,84017.78,51230.36,3818.99,84.02,51.23,0.0
2022-08-01,Khavda Renewable Energy Park,96.312031774464,14.349632956104251,110.66166473056823,110.66,90742.57,55330.83,4124.66,90.74,55.33,0.0
2022-08-02,Khavda Renewable Energy Park,57.055640681512,4.992391117969823,62.04803179948182,62.05,50879.39,31024.02,2312.7,50.88,31.02,0.0
2022-08-03,Khavda Renewable Energy Park,70.96079507242001,0.0629289437585734,71.02372401617859,71.02,58239.45,35511.86,2647.25,58.24,35.51,0.0
2022-08-04,Khavda Renewable Energy Park,76.50644515095121,5.185185185185198e-05,76.50649700280306,76.51,62735.33,38253.25,2851.61,62.74,38.25,0.0
2022-08-05,Khavda Renewable Energy Park,48.23008039657059,0.0,48.23008039657059,48.23,39548.67,24115.04,1797.67,39.55,24.12,0.0
2022-08-06,Khavda Renewable Energy Park,57.15753554893801,0.2123851851851851,57.36992073412319,57.37,47043.34,28684.96,2138.33,47.04,28.68,0.0
2022-08-07,Khavda Renewable Energy Park,83.26517851946802,0.0042192043895747,83.2693977238576,83.27,68280.91,41634.7,3103.68,68.28,41.63,0.0
2022-08-08,Khavda Renewable Energy Park,49.919225094266,0.0,49.919225094266,49.92,40933.76,24959.61,1860.63,40.93,24.96,0.0
2022-08-09,Khavda Renewable Energy Park,92.22732665496903,0.0,92.22732665496903,92.23,75626.41,46113.66,3437.56,75.63,46.11,0.0
2022-08-10,Khavda Renewable Energy Park,103.674242393106,0.0,103.674242393106,103.67,85012.88,51837.12,3864.22,85.01,51.84,0.0
2022-08-11,Khavda Renewable Energy Park,47.30209600042081,0.1229080932784635,47.42500409369927,47.43,38888.5,23712.5,1767.66,38.89,23.71,0.0
2022-08-12,Khavda Renewable Energy Park,42.128467664976,3.8875150548696857,46.01598271984569,46.02,37733.11,23007.99,1715.14,37.73,23.01,0.0
2022-08-13,Khavda Renewable Energy Park,89.61667991933359,8.164800000000003,97.7814799193336,97.78,80180.81,48890.74,3644.58,80.18,48.89,0.0
2022-08-14,Khavda Renewable Energy Park,46.7948116647,16.78812400548697,63.58293567018697,63.58,52138.01,31791.47,2369.91,52.14,31.79,0.0
2022-08-15,Khavda Renewable Energy Park,53.1146436732032,6.038281858710561,59.15292553191376,59.15,48505.4,29576.46,2204.79,48.51,29.58,0.0
2022-08-16,Khavda Renewable Energy Park,24.976601396824,0.0933854252400548,25.06998682206405,25.07,20557.39,12534.99,934.43,20.56,12.53,0.0
2022-08-17,Khavda Renewable Energy Park,13.528377846346002,13.486735562414268,27.01511340876027,27.02,22152.39,13507.56,1006.93,22.15,13.51,0.0
2022-08-18,Khavda Renewable Energy Park,37.833503496052,11.199999999999998,49.033503496052,49.03,40207.47,24516.75,1827.61,40.21,24.52,0.0
2022-08-19,Khavda Renewable Energy Park,45.5894472401412,5.615761042524007,51.2052082826652,51.21,41988.27,25602.6,1908.56,41.99,25.6,0.0
2022-08-20,Khavda Renewable Energy Park,78.225680392354,6.35271412894376,84.57839452129775,84.58,69354.28,42289.2,3152.47,69.35,42.29,0.0
2022-08-21,Khavda Renewable Energy Park,46.89434826806401,3.27720963648834,50.17155790455234,50.17,41140.68,25085.78,1870.03,41.14,25.09,0.0
2022-08-22,Khavda Renewable Energy Park,62.6225464603508,3.933794513031549,66.55634097338235,66.56,54576.2,33278.17,2480.74,54.58,33.28,0.0
2022-08-23,Khavda Renewable Energy Park,28.7717015097512,8.240633573388202,37.012335083139405,37.01,30350.11,18506.17,1379.55,30.35,18.51,0.0
2022-08-24,Khavda Renewable Energy Park,43.5109197402594,18.42796210562414,61.938881845883536,61.94,50789.88,30969.44,2308.63,50.79,30.97,0.0
2022-08-25,Khavda Renewable Energy Park,98.8547686200844,3.036534945130316,101.8913035652147,101.89,83550.87,50945.65,3797.77,83.55,50.95,0.0
2022-08-26,Khavda Renewable Energy Park,119.856526465104,0.6587105624142665,120.51523702751828,120.52,98822.49,60257.62,4491.93,98.82,60.26,0.0
2022-08-27,Khavda Renewable Energy Park,116.59544651134598,0.2940775377229083,116.8895240490689,116.89,95849.41,58444.76,4356.79,95.85,58.44,0.0
2022-08-28,Khavda Renewable Energy Park,59.147238132382405,0.5274005486968448,59.67463868107925,59.67,48933.2,29837.32,2224.24,48.93,29.84,0.0
2022-08-29,Khavda Renewable Energy Park,54.36084689095061,0.0300068587105624,54.39085374966117,54.39,44600.5,27195.43,2027.3,44.6,27.2,0.0
2022-08-30,Khavda Renewable Energy Park,83.62298843500801,0.0,83.62298843500801,83.62,68570.85,41811.49,3116.86,68.57,41.81,0.0
2022-08-31,Khavda Renewable Energy Park,119.95045304365202,0.0029207475994513,119.95337379125148,119.95,98361.77,59976.69,4470.99,98.36,59.98,0.0
2022-09-01,Khavda Renewable Energy Park,59.127225529028806,0.2259377229080932,59.3531632519369,59.35,48669.59,29676.58,2212.25,48.67,29.68,0.0
2022-09-02,Khavda Renewable Energy Park,99.79005420516002,0.0,99.79005420516002,99.79,81827.84,49895.03,3719.45,81.83,49.9,0.0
2022-09-03,Khavda Renewable Energy Park,157.9911962253064,0.6873462277091905,158.67854245301558,158.68,130116.4,79339.27,5914.38,130.12,79.34,0.01
2022-09-04,Khavda Renewable Energy Park,142.3634322868736,10.739784807956102,153.10321709482972,153.1,125544.64,76551.61,5706.57,125.54,76.55,0.01
2022-09-05,Khavda Renewable Energy Park,123.6119186764,4.467331104252403,128.0792497806524,128.08,105024.98,64039.62,4773.86,105.02,64.04,0.0
2022-09-06,Khavda Renewable Energy Park,133.3955997914848,0.0086268518518518,133.40422664333667,133.4,109391.47,66702.11,4972.34,109.39,66.7,0.0
2022-09-07,Khavda Renewable Energy Park,141.9798009981076,0.0,141.9798009981076,141.98,116423.44,70989.9,5291.97,116.42,70.99,0.01
2022-09-08,Khavda Renewable Energy Park,123.56252814343682,0.0,123.56252814343682,123.56,101321.27,61781.26,4605.51,101.32,61.78,0.0
2022-09-09,Khavda Renewable Energy Park,99.92610401202,0.0,99.92610401202,99.93,81939.41,49963.05,3724.52,81.94,49.96,0.0
2022-09-10,Khavda Renewable Energy Park,72.81194666540082,0.0,72.81194666540082,72.81,59705.8,36405.97,2713.9,59.71,36.41,0.0
2022-09-11,Khavda Renewable Energy Park,36.227156423414,0.0823388203017833,36.30949524371578,36.31,29773.79,18154.75,1353.35,29.77,18.15,0.0
2022-09-12,Khavda Renewable Energy Park,50.0382320344478,0.0165448216735253,50.05477685612132,50.05,41044.92,25027.39,1865.68,41.04,25.03,0.0
2022-09-13,Khavda Renewable Energy Park,53.23168547971999,0.0,53.23168547971999,53.23,43649.98,26615.84,1984.09,43.65,26.62,0.0
2022-09-14,Khavda Renewable Energy Park,61.58385414368881,0.0005274005486968,61.58438154423751,61.58,50499.19,30792.19,2295.42,50.5,30.79,0.0
2022-09-15,Khavda Renewable Energy Park,56.52308297691221,1.6465363511659814,58.1696193280782,58.17,47699.09,29084.81,2168.14,47.7,29.08,0.0
2022-09-16,Khavda Renewable Energy Park,117.60640456364798,11.293592832647466,128.89999739629545,128.9,105698.0,64450.0,4804.45,105.7,64.45,0.0
2022-09-17,Khavda Renewable Energy Park,114.808003567488,3.27720963648834,118.08521320397634,118.09,96829.87,59042.61,4401.36,96.83,59.04,0.0
2022-09-18,Khavda Renewable Energy Park,132.4085225656072,0.0177851851851851,132.42630775079238,132.43,108589.57,66213.15,4935.89,108.59,66.21,0.0
2022-09-19,Khavda Renewable Energy Park,156.06329734166604,0.0378,156.10109734166605,156.1,128002.9,78050.55,5818.31,128.0,78.05,0.01
2022-09-20,Khavda Renewable Energy Park,163.9285800738476,0.3463744513031547,164.27495452515075,164.27,134705.46,82137.48,6122.98,134.71,82.14,0.01
2022-09-21,Khavda Renewable Energy Park,163.62271057994403,0.2778935185185183,163.90060409846254,163.9,134398.5,81950.3,6109.02,134.4,81.95,0.01
2022-09-22,Khavda Renewable Energy Park,141.299178384672,1.544718518518519,142.8438969031905,142.84,117132.0,71421.95,5324.18,117.13,71.42,0.01
2022-09-23,Khavda Renewable Energy Park,120.4669381277648,4.027452400548694,124.49439052831347,124.49,102085.4,62247.2,4640.25,102.09,62.25,0.0
2022-09-24,Khavda Renewable Energy Park,142.46295436808165,4.074833710562414,146.53778807864404,146.54,120160.99,73268.89,5461.86,120.16,73.27,0.01
2022-09-25,Khavda Renewable Energy Park,148.255777346248,2.4192000000000005,150.674977346248,150.67,123553.48,75337.49,5616.07,123.55,75.34,0.01
2022-09-26,Khavda Renewable Energy Park,133.861900905216,0.0025561042524005,133.8644570094684,133.86,109768.85,66932.23,4989.49,109.77,66.93,0.0
2022-09-27,Khavda Renewable Energy Park,127.4502319636832,0.0165448216735253,127.46677678535671,127.47,104522.76,63733.39,4751.03,104.52,63.73,0.0
2022-09-28,Khavda Renewable Energy Park,134.57105630496,0.0008101851851851,134.57186649014517,134.57,110348.93,67285.93,5015.86,110.35,67.29,0.01
2022-09-29,Khavda Renewable Energy Park,124.986627481716,0.0071514746227709,124.9937789563388,124.99,102494.9,62496.89,4658.86,102.49,62.5,0.0
2022-09-30,Khavda Renewable Energy Park,159.5736988015082,0.0823388203017833,159.65603762180996,159.66,130917.95,79828.02,5950.82,130.92,79.83,0.01
2022-10-01,Khavda Renewable Energy Park,162.9629439518916,0.3556518518518515,163.31859580374345,163.32,133921.25,81659.3,6087.33,133.92,81.66,0.01
2022-10-02,Khavda Renewable Energy Park,150.267333549564,0.1422814814814814,150.4096150310455,150.41,123335.88,75204.81,5606.18,123.34,75.2,0.01
2022-10-03,Khavda Renewable Energy Park,131.9156502664,0.0,131.9156502664,131.92,108170.83,65957.83,4916.86,108.17,65.96,0.0
2022-10-04,Khavda Renewable Energy Park,110.657994083175,0.0,110.657994083175,110.66,90739.56,55329.0,4124.53,90.74,55.33,0.0
2022-10-05,Khavda Renewable Energy Park,134.4356465117952,0.0,134.4356465117952,134.44,110237.23,67217.82,5010.78,110.24,67.22,0.01
2022-10-06,Khavda Renewable Energy Park,131.38370133992183,0.0399391289437585,131.4236404688656,131.42,107767.39,65711.82,4898.52,107.77,65.71,0.0
2022-10-07,Khavda Renewable Energy Park,41.9882513853176,2.40054869684484e-07,41.98825162537247,41.99,34430.37,20994.13,1565.02,34.43,20.99,0.0
2022-10-08,Khavda Renewable Energy Park,118.48619084610002,0.0,118.48619084610002,118.49,97158.68,59243.1,4416.3,97.16,59.24,0.0
2022-10-09,Khavda Renewable Energy Park,143.92088186939102,0.0,143.92088186939102,143.92,118015.12,71960.44,5364.32,118.02,71.96,0.01
2022-10-10,Khavda Renewable Energy Park,142.65640817537124,0.0,142.65640817537124,142.66,116978.25,71328.2,5317.19,116.98,71.33,0.01
2022-10-11,Khavda Renewable Energy Park,154.86267536725924,0.0,154.86267536725924,154.86,126987.39,77431.34,5772.15,126.99,77.43,0.01
2022-10-12,Khavda Renewable Energy Park,159.08442329213278,0.0,159.08442329213278,159.08,130449.23,79542.21,5929.51,130.45,79.54,0.01
2022-10-13,Khavda Renewable Energy Park,158.40131732502,0.0,158.40131732502,158.4,129889.08,79200.66,5904.05,129.89,79.2,0.01
2022-10-14,Khavda Renewable Energy Park,157.35698243842722,0.0,157.35698243842722,157.36,129032.73,78678.49,5865.12,129.03,78.68,0.01
2022-10-15,Khavda Renewable Energy Park,160.9564804325632,0.0,160.9564804325632,160.96,131984.31,80478.24,5999.29,131.98,80.48,0.01
2022-10-16,Khavda Renewable Energy Park,158.017951517712,0.0,158.017951517712,158.02,129574.72,79008.98,5889.76,129.57,79.01,0.01
2022-10-17,Khavda Renewable Energy Park,160.643794631012,0.0,160.643794631012,160.64,131727.91,80321.9,5987.63,131.73,80.32,0.01
2022-10-18,Khavda Renewable Energy Park,158.92607377383882,0.0,158.92607377383882,158.93,130319.38,79463.04,5923.61,130.32,79.46,0.01
2022-10-19,Khavda Renewable Energy Park,158.73519547617602,0.0,158.73519547617602,158.74,130162.86,79367.6,5916.49,130.16,79.37,0.01
2022-10-20,Khavda Renewable Energy Park,155.551837460096,0.0,155.551837460096,155.55,127552.51,77775.92,5797.84,127.55,77.78,0.01
2022-10-21,Khavda Renewable Energy Park,145.99245258933718,0.0,145.99245258933718,145.99,119713.81,72996.23,5441.54,119.71,73.0,0.01
2022-10-22,Khavda Renewable Energy Park,149.5084141508056,0.0659250685871056,149.5743392193927,149.57,122650.96,74787.17,5575.04,122.65,74.79,0.01
2022-10-23,Khavda Renewable Energy Park,150.2880348478564,0.0,150.2880348478564,150.29,123236.19,75144.02,5601.64,123.24,75.14,0.01
2022-10-24,Khavda Renewable Energy Park,148.7559300436,0.0,148.7559300436,148.76,121979.86,74377.97,5544.54,121.98,74.38,0.01
2022-10-25,Khavda Renewable Energy Park,147.9137059005606,1.3999999999999997,149.31370590056062,149.31,122437.24,74656.85,5565.33,122.44,74.66,0.01
2022-10-26,Khavda Renewable Energy Park,145.5977542567482,0.0029207475994513,145.60067500434766,145.6,119392.55,72800.34,5426.93,119.39,72.8,0.01
2022-10-27,Khavda Renewable Energy Park,144.6855948631456,0.0,144.6855948631456,144.69,118642.19,72342.8,5392.83,118.64,72.34,0.01
2022-10-28,Khavda Renewable Energy Park,132.909900131184,0.0,132.909900131184,132.91,108986.12,66454.95,4953.91,108.99,66.45,0.0
2022-10-29,Khavda Renewable Energy Park,137.5409202493172,0.0,137.5409202493172,137.54,112783.55,68770.46,5126.53,112.78,68.77,0.01
2022-10-30,Khavda Renewable Energy Park,139.45092848520244,0.0,139.45092848520244,139.45,114349.76,69725.46,5197.72,114.35,69.73,0.01
2022-10-31,Khavda Renewable Energy Park,140.697272356608,0.0,140.697272356608,140.7,115371.76,70348.64,5244.17,115.37,70.35,0.01
2022-11-01,Khavda Renewable Energy Park,140.0659282910448,0.0,140.0659282910448,140.07,114854.06,70032.96,5220.64,114.85,70.03,0.01
2022-11-02,Khavda Renewable Energy Park,136.902872346075,0.0,136.902872346075,136.9,112260.36,68451.44,5102.74,112.26,68.45,0.01
2022-11-03,Khavda Renewable Energy Park,138.888417590604,0.0,138.888417590604,138.89,113888.5,69444.21,5176.75,113.89,69.44,0.01
2022-11-04,Khavda Renewable Energy Park,140.47644612223638,0.0,140.47644612223638,140.48,115190.69,70238.22,5235.94,115.19,70.24,0.01
2022-11-05,Khavda Renewable Energy Park,133.75345885440004,0.0,133.75345885440004,133.75,109677.84,66876.73,4985.36,109.68,66.88,0.0
2022-11-06,Khavda Renewable Energy Park,95.88446124731318,0.0,95.88446124731318,95.88,78625.26,47942.23,3573.88,78.63,47.94,0.0
2022-11-07,Khavda Renewable Energy Park,97.857549812176,0.0,97.857549812176,97.86,80243.19,48928.77,3647.42,80.24,48.93,0.0
2022-11-08,Khavda Renewable Energy Park,133.567224505,0.0,133.567224505,133.57,109525.12,66783.61,4978.41,109.53,66.78,0.0
2022-11-09,Khavda Renewable Energy Park,129.991039399342,0.0,129.991039399342,129.99,106592.65,64995.52,4845.12,106.59,65.0,0.0
2022-11-10,Khavda Renewable Energy Park,125.4120381271296,0.0,125.4120381271296,125.41,102837.87,62706.02,4674.45,102.84,62.71,0.0
2022-11-11,Khavda Renewable Energy Park,129.2162245,0.0,129.2162245,129.22,105957.3,64608.11,4816.24,105.96,64.61,0.0
2022-11-12,Khavda Renewable Energy Park,123.5716768,0.0,123.5716768,123.57,101328.77,61785.84,4605.85,101.33,61.79,0.0
2022-11-13,Khavda Renewable Energy Park,123.9654099504898,0.0,123.9654099504898,123.97,101651.64,61982.7,4620.53,101.65,61.98,0.0
2022-11-14,Khavda Renewable Energy Park,123.82728204,0.0,123.82728204,123.83,101538.37,61913.64,4615.38,101.54,61.91,0.0
2022-11-15,Khavda Renewable Energy Park,118.263989680815,0.0,118.263989680815,118.26,96976.47,59131.99,4408.02,96.98,59.13,0.0
2022-11-16,Khavda Renewable Energy Park,117.496329775,0.0,117.496329775,117.5,96346.99,58748.16,4379.41,96.35,58.75,0.0
2022-11-17,Khavda Renewable Energy Park,122.11635073000002,0.0,122.11635073000002,122.12,100135.41,61058.18,4551.61,100.14,61.06,0.0
2022-11-18,Khavda Renewable Energy Park,121.80521386,0.0,121.80521386,121.81,99880.28,60902.61,4540.01,99.88,60.9,0.0
2022-11-19,Khavda Renewable Energy Park,126.9775903,0.0,126.9775903,126.98,104121.62,63488.8,4732.8,104.12,63.49,0.0
2022-11-20,Khavda Renewable Energy Park,126.49092615499998,0.0,126.49092615499998,126.49,103722.56,63245.46,4714.66,103.72,63.25,0.0
2022-11-21,Khavda Renewable Energy Park,126.75757996,0.0,126.75757996,126.76,103941.22,63378.79,4724.6,103.94,63.38,0.0
2022-11-22,Khavda Renewable Energy Park,121.60343514000002,0.0,121.60343514000002,121.6,99714.82,60801.72,4532.49,99.71,60.8,0.0
2022-11-23,Khavda Renewable Energy Park,126.52931027,0.0,126.52931027,126.53,103754.03,63264.66,4716.09,103.75,63.26,0.0
2022-11-24,Khavda Renewable Energy Park,128.45766912,0.0,128.45766912,128.46,105335.29,64228.83,4787.97,105.34,64.23,0.0
2022-11-25,Khavda Renewable Energy Park,127.63374096,0.0,127.63374096,127.63,104659.67,63816.87,4757.26,104.66,63.82,0.0
2022-11-26,Khavda Renewable Energy Park,127.6034452,0.0,127.6034452,127.6,104634.83,63801.72,4756.13,104.63,63.8,0.0
2022-11-27,Khavda Renewable Energy Park,128.83229975,0.0,128.83229975,128.83,105642.49,64416.15,4801.93,105.64,64.42,0.0
2022-11-28,Khavda Renewable Energy Park,127.09714143499998,0.0,127.09714143499998,127.1,104219.66,63548.57,4737.26,104.22,63.55,0.0
2022-11-29,Khavda Renewable Energy Park,122.2889052,0.0,122.2889052,122.29,100276.9,61144.45,4558.04,100.28,61.14,0.0
2022-11-30,Khavda Renewable Energy Park,117.07488166,8.23388203017827e-05,117.0749639988203,117.07,96001.47,58537.48,4363.7,96.0,58.54,0.0
2022-12-01,Khavda Renewable Energy Park,116.318202,0.0,116.318202,116.32,95380.93,58159.1,4335.5,95.38,58.16,0.0
2022-12-02,Khavda Renewable Energy Park,110.17313802,0.0,110.17313802,110.17,90341.97,55086.57,4106.45,90.34,55.09,0.0
2022-12-03,Khavda Renewable Energy Park,109.22407540000002,0.0,109.22407540000002,109.22,89563.74,54612.04,4071.08,89.56,54.61,0.0
2022-12-04,Khavda Renewable Energy Park,111.740112,0.0,111.740112,111.74,91626.89,55870.06,4164.86,91.63,55.87,0.0
2022-12-05,Khavda Renewable Energy Park,107.97837413,0.0493022290809327,108.02767635908091,108.03,88582.69,54013.84,4026.49,88.58,54.01,0.0
2022-12-06,Khavda Renewable Energy Park,107.114171065,0.0896,107.203771065,107.2,87907.09,53601.89,3995.78,87.91,53.6,0.0
2022-12-07,Khavda Renewable Energy Park,103.74145782,0.1012731481481481,103.84273096814816,103.84,85151.04,51921.37,3870.5,85.15,51.92,0.0
2022-12-08,Khavda Renewable Energy Park,110.81318743,0.0,110.81318743,110.81,90866.81,55406.59,4130.31,90.87,55.41,0.0
2022-12-09,Khavda Renewable Energy Park,116.0260849,0.0,116.0260849,116.03,95141.39,58013.04,4324.61,95.14,58.01,0.0
