date,site_name,total_generation_mw,predicted_total_generation_mw,daily_revenue_inr,revenue_at_risk_inr,co2_avoided_tons,coal_saved_tons,trees_equivalent_million,overall_risk_level,risk_alert,active_high_risk_factors,ai_insight
2022-04-28,Khavda Renewable Energy Park,195.7574817961384,0.0,880908.67,8809.09,103.03,62.82,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-04-29,Khavda Renewable Energy Park,194.1814398398436,0.0,873816.48,8738.16,107.99,65.84,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-04-30,Khavda Renewable Energy Park,191.72719156223843,0.0,862772.36,8627.72,111.42,67.94,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-01,Khavda Renewable Energy Park,196.45287217598292,0.0,884037.92,8840.38,112.73,68.74,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-02,Khavda Renewable Energy Park,205.2340711261411,0.0,923553.32,9235.53,116.04,70.75,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-03,Khavda Renewable Energy Park,210.59824849095253,0.0,947692.12,9476.92,125.18,76.33,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-04,Khavda Renewable Energy Park,196.972659875522,0.0,886376.97,8863.77,109.84,66.97,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-05,Khavda Renewable Energy Park,170.86845473302432,0.0,768908.05,7689.08,84.62,51.59,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-06,Khavda Renewable Energy Park,181.30495987175092,0.0,815872.32,8158.72,101.12,61.66,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-07,Khavda Renewable Energy Park,183.17852843061647,0.0,824303.38,8243.03,103.41,63.05,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-08,Khavda Renewable Energy Park,202.21035406777008,0.0,909946.59,9099.47,114.28,69.68,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-09,Khavda Renewable Energy Park,198.69421030969465,0.0,894123.95,8941.24,106.32,64.83,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-10,Khavda Renewable Energy Park,186.23561827129032,0.0,838060.28,8380.6,93.18,56.82,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-11,Khavda Renewable Energy Park,188.86922380783705,0.0,849911.51,8499.12,105.99,64.63,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-12,Khavda Renewable Energy Park,191.71552006120857,0.0,862719.84,8627.2,104.92,63.98,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-13,Khavda Renewable Energy Park,204.9717189822629,0.0,922372.74,9223.73,118.32,72.14,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-14,Khavda Renewable Energy Park,207.63663228067617,0.0,934364.85,9343.65,120.98,73.77,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-15,Khavda Renewable Energy Park,229.6915802222873,0.0,1033612.11,10336.12,136.1,82.99,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-16,Khavda Renewable Energy Park,218.13823821623583,0.0,981622.07,9816.22,124.96,76.19,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-17,Khavda Renewable Energy Park,199.05236504313527,0.0,895735.64,8957.36,114.26,69.67,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-18,Khavda Renewable Energy Park,182.67391195088547,0.0,822032.6,8220.33,104.16,63.51,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-19,Khavda Renewable Energy Park,185.71630123760573,0.0,835723.36,8357.23,105.62,64.4,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-20,Khavda Renewable Energy Park,230.7966821703672,0.0,1038585.07,10385.85,141.0,85.98,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-21,Khavda Renewable Energy Park,258.2747769711132,0.0,1162236.5,11622.36,160.2,97.68,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-22,Khavda Renewable Energy Park,233.5102090771792,0.0,1050795.94,10507.96,138.21,84.28,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-23,Khavda Renewable Energy Park,206.93376794344263,0.0,931201.96,9312.02,113.73,69.34,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-24,Khavda Renewable Energy Park,202.8112740187024,0.0,912650.73,9126.51,115.28,70.29,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-25,Khavda Renewable Energy Park,154.57938321980922,0.0,695607.22,6956.07,66.06,40.28,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-26,Khavda Renewable Energy Park,189.35787349121028,0.0,852110.43,8521.1,98.66,60.16,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-27,Khavda Renewable Energy Park,218.542654984576,0.0,983441.95,9834.42,129.19,78.77,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-28,Khavda Renewable Energy Park,229.77803412710583,0.0,1034001.15,10340.01,136.57,83.27,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-29,Khavda Renewable Energy Park,195.5531340219721,0.0,879989.1,8799.89,102.74,62.64,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-30,Khavda Renewable Energy Park,212.31913971022573,0.0,955436.13,9554.36,125.22,76.35,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-05-31,Khavda Renewable Energy Park,221.44000581864003,0.0,996480.03,9964.8,131.37,80.1,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-01,Khavda Renewable Energy Park,213.2370155194227,0.0,959566.57,9595.67,123.45,75.27,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-02,Khavda Renewable Energy Park,223.3532714389104,0.0,1005089.72,10050.9,129.68,79.07,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-03,Khavda Renewable Energy Park,235.836367089776,0.0,1061263.65,10612.64,140.99,85.97,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-04,Khavda Renewable Energy Park,233.65542023721343,0.0,1051449.39,10514.49,132.92,81.05,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-05,Khavda Renewable Energy Park,211.587404255742,0.0,952143.32,9521.43,113.71,69.34,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-06,Khavda Renewable Energy Park,199.13787086558827,0.0,896120.42,8961.2,104.01,63.42,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-07,Khavda Renewable Energy Park,195.7510242817933,0.0,880879.61,8808.8,100.26,61.13,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-08,Khavda Renewable Energy Park,214.3427575821213,0.0,964542.41,9645.42,119.4,72.81,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-09,Khavda Renewable Energy Park,235.68549084611644,0.0,1060584.71,10605.85,139.32,84.95,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-10,Khavda Renewable Energy Park,206.0188585263304,0.0,927084.86,9270.85,102.69,62.62,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-11,Khavda Renewable Energy Park,201.70327782463923,0.0,907664.75,9076.65,104.36,63.64,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-12,Khavda Renewable Energy Park,97.17899212437322,0.0,437305.46,21865.27,14.6,8.9,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-06-13,Khavda Renewable Energy Park,74.38988822894264,0.0,334754.5,3347.54,8.97,5.47,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-14,Khavda Renewable Energy Park,99.96256211414963,0.0,449831.53,4498.32,16.61,10.13,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-15,Khavda Renewable Energy Park,135.13374437022154,0.0,608101.85,6081.02,36.21,22.08,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-16,Khavda Renewable Energy Park,113.90855889249184,0.0,512588.52,25629.43,27.5,16.77,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-06-17,Khavda Renewable Energy Park,167.2802484929022,0.0,752761.12,7527.61,76.38,46.57,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-18,Khavda Renewable Energy Park,128.2266124601671,0.0,577019.76,5770.2,38.56,23.51,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-19,Khavda Renewable Energy Park,124.9594037328432,0.0,562317.32,5623.17,35.55,21.68,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-20,Khavda Renewable Energy Park,113.4356408466129,0.0,510460.38,25523.02,41.64,25.39,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-06-21,Khavda Renewable Energy Park,115.87621401529648,0.0,521442.96,26072.15,44.79,27.31,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-06-22,Khavda Renewable Energy Park,92.64202425878398,0.0,416889.11,4168.89,12.8,7.8,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-23,Khavda Renewable Energy Park,96.35446226737852,0.0,433595.08,4335.95,13.14,8.01,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-24,Khavda Renewable Energy Park,106.71374041422366,0.0,480211.83,4802.12,16.04,9.78,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-25,Khavda Renewable Energy Park,151.6720446382445,0.0,682524.2,6825.24,49.6,30.24,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-26,Khavda Renewable Energy Park,138.64337505297848,0.0,623895.19,6238.95,44.21,26.96,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-27,Khavda Renewable Energy Park,58.67358371785649,0.0,264031.13,13201.56,5.82,3.55,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-06-28,Khavda Renewable Energy Park,114.87445135662216,0.0,516935.03,5169.35,29.15,17.77,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-06-29,Khavda Renewable Energy Park,75.58935584281826,0.0,340152.1,17007.6,12.05,7.35,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-06-30,Khavda Renewable Energy Park,83.67861418447734,0.0,376553.76,18827.69,23.15,14.11,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-01,Khavda Renewable Energy Park,89.2137333097165,0.0,401461.8,20073.09,19.9,12.13,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-02,Khavda Renewable Energy Park,32.232622200041114,0.0,145046.8,7252.34,2.56,1.56,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-03,Khavda Renewable Energy Park,71.41799203152601,0.0,321380.96,16069.05,4.77,2.91,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-04,Khavda Renewable Energy Park,67.38851818636118,0.0,303248.33,15162.42,2.51,1.53,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-05,Khavda Renewable Energy Park,60.345529787466006,0.0,271554.88,13577.74,0.8,0.49,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-06,Khavda Renewable Energy Park,64.44415483659999,0.0,289998.7,14499.94,2.07,1.26,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-07,Khavda Renewable Energy Park,55.49846966110617,0.0,249743.11,12487.16,1.21,0.74,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-07-08,Khavda Renewable Energy Park,29.52659361866852,0.0,132869.67,6643.48,1.91,1.16,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-07-09,Khavda Renewable Energy Park,59.24668204445001,0.0,266610.07,13330.5,6.18,3.77,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-10,Khavda Renewable Energy Park,45.235561112112,0.0,203560.03,10178.0,4.29,2.61,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-07-11,Khavda Renewable Energy Park,49.22405151533102,0.0,221508.23,11075.41,7.4,4.51,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-07-12,Khavda Renewable Energy Park,33.56310504849383,0.0,151033.97,7551.7,1.19,0.73,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-07-13,Khavda Renewable Energy Park,74.78871749287079,0.0,336549.23,16827.46,6.77,4.13,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-14,Khavda Renewable Energy Park,75.55773179391052,0.0,340009.79,17000.49,2.71,1.65,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-15,Khavda Renewable Energy Park,59.70197676844163,0.0,268658.9,13432.95,1.39,0.85,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-16,Khavda Renewable Energy Park,80.11873294281645,0.0,360534.3,18026.72,12.91,7.87,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-17,Khavda Renewable Energy Park,97.61334711934867,0.0,439260.06,4392.6,32.68,19.93,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-07-18,Khavda Renewable Energy Park,68.92689743257205,0.0,310171.04,15508.55,2.69,1.64,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-19,Khavda Renewable Energy Park,76.83176130359601,0.0,345742.93,17287.15,6.06,3.7,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-20,Khavda Renewable Energy Park,80.57490454908867,0.0,362587.07,18129.35,13.28,8.1,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-21,Khavda Renewable Energy Park,93.82305199688946,0.0,422203.73,4222.04,21.61,13.18,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-07-22,Khavda Renewable Energy Park,70.93077034956288,0.0,319188.47,15959.42,11.0,6.71,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-23,Khavda Renewable Energy Park,66.0684090476637,0.0,297307.84,14865.39,10.89,6.64,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-24,Khavda Renewable Energy Park,24.3445707281784,0.0,109550.57,5477.53,8.51,5.19,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-07-25,Khavda Renewable Energy Park,52.46802020146591,0.0,236106.09,11805.3,2.28,1.39,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-26,Khavda Renewable Energy Park,40.60723890755483,0.0,182732.58,9136.63,1.88,1.15,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-27,Khavda Renewable Energy Park,49.72328096888606,0.0,223754.76,11187.74,3.33,2.03,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-07-28,Khavda Renewable Energy Park,100.3708450426309,0.0,451668.8,4516.69,14.6,8.9,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-07-29,Khavda Renewable Energy Park,108.89873585188916,0.0,490044.31,4900.44,19.37,11.81,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-07-30,Khavda Renewable Energy Park,91.65282961844092,0.0,412437.73,4124.38,28.75,17.53,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-07-31,Khavda Renewable Energy Park,102.4607124533073,0.0,461073.21,4610.73,39.9,24.33,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-01,Khavda Renewable Energy Park,110.66166473056823,0.0,497977.49,4979.77,42.69,26.03,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-02,Khavda Renewable Energy Park,62.04803179948182,0.0,279216.14,2792.16,14.78,9.01,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-03,Khavda Renewable Energy Park,71.02372401617859,0.0,319606.76,15980.34,3.98,2.43,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-04,Khavda Renewable Energy Park,76.50649700280306,0.0,344279.24,17213.96,3.4,2.07,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-05,Khavda Renewable Energy Park,48.23008039657059,0.0,217035.36,10851.77,0.17,0.1,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-06,Khavda Renewable Energy Park,57.36992073412319,0.0,258164.64,12908.23,1.17,0.72,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-07,Khavda Renewable Energy Park,83.2693977238576,0.0,374712.29,18735.61,6.28,3.83,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-08,Khavda Renewable Energy Park,49.919225094266,0.0,224636.51,11231.83,0.12,0.08,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-09,Khavda Renewable Energy Park,92.22732665496903,0.0,415022.97,20751.15,7.57,4.62,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-10,Khavda Renewable Energy Park,103.674242393106,0.0,466534.09,4665.34,11.17,6.81,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-11,Khavda Renewable Energy Park,47.42500409369927,0.0,213412.52,10670.63,0.63,0.38,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-12,Khavda Renewable Energy Park,46.01598271984569,0.0,207071.92,10353.6,3.27,2.0,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-13,Khavda Renewable Energy Park,97.7814799193336,0.0,440016.66,22000.83,13.94,8.5,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-14,Khavda Renewable Energy Park,63.58293567018697,0.0,286123.21,14306.16,14.09,8.59,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-15,Khavda Renewable Energy Park,59.15292553191376,0.0,266188.16,13309.41,5.26,3.21,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-16,Khavda Renewable Energy Park,25.06998682206405,0.0,112814.94,5640.75,0.09,0.05,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-08-17,Khavda Renewable Energy Park,27.01511340876027,0.0,121568.01,6078.4,11.06,6.74,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-08-18,Khavda Renewable Energy Park,49.033503496052,0.0,220650.77,11032.54,9.19,5.6,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-08-19,Khavda Renewable Energy Park,51.2052082826652,0.0,230423.44,11521.17,4.84,2.95,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-20,Khavda Renewable Energy Park,84.57839452129775,0.0,380602.78,3806.03,18.04,11.0,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-21,Khavda Renewable Energy Park,50.17155790455234,0.0,225772.01,11288.6,3.06,1.87,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-22,Khavda Renewable Energy Park,66.55634097338235,0.0,299503.53,14975.18,4.47,2.72,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-23,Khavda Renewable Energy Park,37.012335083139405,0.0,166555.51,8327.78,7.07,4.31,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-08-24,Khavda Renewable Energy Park,61.938881845883536,0.0,278724.97,13936.25,16.2,9.88,0.0,MEDIUM,WEATHER_WARNING,CLOUD_CURTAILMENT|HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-08-25,Khavda Renewable Energy Park,101.8913035652147,0.0,458510.87,4585.11,23.17,14.13,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-26,Khavda Renewable Energy Park,120.51523702751828,0.0,542318.57,5423.19,34.97,21.32,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-27,Khavda Renewable Energy Park,116.8895240490689,0.0,526002.86,5260.03,24.56,14.98,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-08-28,Khavda Renewable Energy Park,59.67463868107925,0.0,268535.87,13426.79,5.2,3.17,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-29,Khavda Renewable Energy Park,54.39085374966117,0.0,244758.84,12237.94,2.86,1.75,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-08-30,Khavda Renewable Energy Park,83.62298843500801,0.0,376303.45,18815.17,12.11,7.38,0.0,MEDIUM,NORMAL_OPERATIONS,HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-08-31,Khavda Renewable Energy Park,119.95337379125148,0.0,539790.18,26989.51,24.44,14.9,0.0,MEDIUM,NORMAL_OPERATIONS,HEAVY_RAIN,Cloud cover and rainfall may reduce solar generation.
2022-09-01,Khavda Renewable Energy Park,59.3531632519369,0.0,267089.23,13354.46,0.62,0.38,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2022-09-02,Khavda Renewable Energy Park,99.79005420516002,0.0,449055.24,4490.55,15.98,9.75,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2022-09-03,Khavda Renewable Energy Park,158.67854245301558,0.0,714053.44,7140.53,74.04,45.15,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
